datestamp,percentPageloadsAreTLS,countTLS,countPageloads,timeAdded
2014-11-28,33.0618,100634316,304382198,2016-11-29 20:53:04
2014-11-29,31.2155,80925459,259247811,2016-11-29 20:53:04
2014-11-30,30.5651,80973424,264921349,2016-11-29 20:53:04
2014-12-01,32.6511,112052721,343182202,2016-11-29 20:53:05
2014-12-02,33.3374,1795904,5387054,2016-11-29 20:53:07
2014-12-03,32.2701,9144206,28336493,2016-11-29 20:53:07
2014-12-04,32.1957,16779541,52117400,2016-11-29 20:53:07
2014-12-05,32.0782,19111107,59576548,2016-11-29 20:53:07
2014-12-06,30.2988,16173478,53379940,2016-11-29 20:53:07
2014-12-07,30.3649,17664049,58172565,2016-11-29 20:53:07
2014-12-08,30.7982,23717612,77009634,2016-11-29 20:53:08
2014-12-09,32.9134,28936745,87917707,2016-11-29 20:53:08
2014-12-10,34.7844,47377838,136204121,2016-11-29 20:53:08
2014-12-11,35.1379,75702972,215445598,2016-11-29 20:53:08
2014-12-12,34.7733,85694499,246437797,2016-11-29 20:53:08
2014-12-13,33.0797,70665546,213622106,2016-11-29 20:53:08
2014-12-14,31.8768,71868857,225458461,2016-11-29 20:53:08
2014-12-15,33.8439,101230311,299109215,2016-11-29 20:53:08
2014-12-16,35.0736,113104123,322476723,2016-11-29 20:53:08
2014-12-17,35.0414,111285358,317582859,2016-11-29 20:53:08
2014-12-18,34.5840,108318270,313203031,2016-11-29 20:53:08
2014-12-19,33.7574,99984682,296186192,2016-11-29 20:53:08
2014-12-20,32.0894,77782187,242392065,2016-11-29 20:53:08
2014-12-21,30.8159,74097605,240452288,2016-11-29 20:53:08
2014-12-22,32.0689,96349743,300445970,2016-11-29 20:53:08
2014-12-23,32.8543,98524370,299882870,2016-11-29 20:53:08
2014-12-24,32.3164,83346572,257908068,2016-11-29 20:53:09
2014-12-25,30.5895,65759243,214972946,2016-11-29 20:53:09
2014-12-26,30.9607,74964781,242128441,2016-11-29 20:53:09
2014-12-27,30.4281,71499095,234976867,2016-11-29 20:53:09
2014-12-28,29.8837,72995945,244266741,2016-11-29 20:53:09
2014-12-29,31.2760,93710911,299625661,2016-11-29 20:53:09
2014-12-30,32.2937,97972789,303380204,2016-11-29 20:53:09
2014-12-31,31.9266,84522987,264741988,2016-11-29 20:53:09
2015-01-01,31.1326,70501610,226456115,2016-11-29 20:53:09
2015-01-02,31.4897,84809689,269324876,2016-11-29 20:53:09
2015-01-03,30.6663,81221337,264855012,2016-11-29 20:53:09
2015-01-04,29.7923,79503110,266858215,2016-11-29 20:53:09
2015-01-05,31.6795,103839857,327783006,2016-11-29 20:53:09
2015-01-06,33.1011,108698278,328383141,2016-11-29 20:53:09
2015-01-07,33.2780,111659252,335534588,2016-11-29 20:53:09
2015-01-08,33.2215,109801432,330513298,2016-11-29 20:53:09
2015-01-09,33.5641,107308829,319713225,2016-11-29 20:53:10
2015-01-10,31.5869,83607023,264688896,2016-11-29 20:53:10
2015-01-11,30.5793,81106596,265233826,2016-11-29 20:53:10
2015-01-12,32.7772,108856939,332111696,2016-11-29 20:53:10
2015-01-13,33.7156,116886007,346682227,2016-11-29 20:53:10
2015-01-14,34.9434,2656066,7601053,2016-11-29 20:53:12
2015-01-15,33.4333,13731353,41070917,2016-11-29 20:53:12
2015-01-16,33.6364,27831360,82741850,2016-11-29 20:53:12
2015-01-17,31.3397,27267091,87004836,2016-11-29 20:53:12
2015-01-18,29.7742,36376822,122175850,2016-11-29 20:53:12
2015-01-19,30.7774,56966732,185092450,2016-11-29 20:53:13
2015-01-20,32.4259,74138934,228641035,2016-11-29 20:53:13
2015-01-21,33.4892,86544132,258423742,2016-11-29 20:53:13
2015-01-22,33.5287,91577951,273132808,2016-11-29 20:53:13
2015-01-23,33.5946,91585449,272619832,2016-11-29 20:53:13
2015-01-24,31.8105,71324985,224218170,2016-11-29 20:53:13
2015-01-25,30.8544,70549506,228652731,2016-11-29 20:53:13
2015-01-26,32.2311,96594737,299694222,2016-11-29 20:53:13
2015-01-27,33.6401,108000695,321047421,2016-11-29 20:53:13
2015-01-28,33.8300,106112859,313664842,2016-11-29 20:53:13
2015-01-29,33.8034,110031779,325504721,2016-11-29 20:53:13
2015-01-30,33.9715,103052241,303348697,2016-11-29 20:53:13
2015-01-31,32.4871,80510737,247823614,2016-11-29 20:53:13
2015-02-01,31.3746,78009046,248637418,2016-11-29 20:53:13
2015-02-02,33.3235,104682473,314140020,2016-11-29 20:53:13
2015-02-03,34.6475,112420449,324468806,2016-11-29 20:53:13
2015-02-04,34.6803,109616263,316076240,2016-11-29 20:53:13
2015-02-05,34.7084,106747880,307556354,2016-11-29 20:53:14
2015-02-06,34.0128,103681894,304832317,2016-11-29 20:53:14
2015-02-07,32.2920,79599055,246497707,2016-11-29 20:53:14
2015-02-08,31.3224,77959129,248892917,2016-11-29 20:53:14
2015-02-09,32.7202,104593970,319662026,2016-11-29 20:53:14
2015-02-10,34.6534,102091111,294606475,2016-11-29 20:53:14
2015-02-11,34.7488,94331425,271466439,2016-11-29 20:53:14
2015-02-12,33.0885,81602417,246618364,2016-11-29 20:53:14
2015-02-13,34.7536,75434654,217055861,2016-11-29 20:53:14
2015-02-14,32.9802,79233341,240244980,2016-11-29 20:53:14
2015-02-15,31.8030,75782697,238288079,2016-11-29 20:53:14
2015-02-16,33.0041,98188559,297504090,2016-11-29 20:53:14
2015-02-17,34.2261,105000387,306784743,2016-11-29 20:53:14
2015-02-18,35.0709,109419358,311994425,2016-11-29 20:53:14
2015-02-19,34.6248,104813726,302712834,2016-11-29 20:53:14
2015-02-20,34.9670,103109773,294877672,2016-11-29 20:53:14
2015-02-21,32.8279,78839804,240161232,2016-11-29 20:53:15
2015-02-22,31.3423,76685735,244672029,2016-11-29 20:53:15
2015-02-23,33.0918,103164048,311750649,2016-11-29 20:53:15
2015-02-24,34.2463,112017152,327092657,2016-11-29 20:53:15
2015-02-25,35.5655,2324736,6536490,2016-11-29 20:53:17
2015-02-26,35.8512,12605517,35160690,2016-11-29 20:53:17
2015-02-27,34.8915,25916675,74277916,2016-11-29 20:53:17
2015-02-28,32.8419,28207849,85889719,2016-11-29 20:53:17
2015-03-01,31.8978,32270970,101169851,2016-11-29 20:53:17
2015-03-02,32.7842,45269692,138083954,2016-11-29 20:53:17
2015-03-03,34.1460,54413288,159354907,2016-11-29 20:53:17
2015-03-04,34.2230,54767655,160031762,2016-11-29 20:53:17
2015-03-05,34.8835,55356921,158690763,2016-11-29 20:53:17
2015-03-06,34.7618,55529826,159743800,2016-11-29 20:53:17
2015-03-07,32.8170,47313827,144174623,2016-11-29 20:53:17
2015-03-08,31.6457,53315857,168477282,2016-11-29 20:53:17
2015-03-09,33.0619,74270831,224642070,2016-11-29 20:53:17
2015-03-10,35.0706,88597093,252624634,2016-11-29 20:53:17
2015-03-11,34.9134,89958285,257661548,2016-11-29 20:53:17
2015-03-12,35.0644,91642834,261355932,2016-11-29 20:53:17
2015-03-13,35.1763,88051296,250314235,2016-11-29 20:53:18
2015-03-14,33.6928,68557295,203477294,2016-11-29 20:53:18
2015-03-15,32.6085,68786609,210946710,2016-11-29 20:53:18
2015-03-16,33.9915,92359380,271712935,2016-11-29 20:53:18
2015-03-17,35.5314,99814313,280918318,2016-11-29 20:53:18
2015-03-18,34.2555,101865933,297370681,2016-11-29 20:53:18
2015-03-19,35.6719,97042403,272041843,2016-11-29 20:53:18
2015-03-20,35.5528,95340146,268164626,2016-11-29 20:53:18
2015-03-21,33.6378,71972077,213961733,2016-11-29 20:53:18
2015-03-22,32.5442,71513522,219742516,2016-11-29 20:53:18
2015-03-23,35.3437,107721812,304783993,2016-11-29 20:53:18
2015-03-24,35.7374,104789777,293221395,2016-11-29 20:53:18
2015-03-25,35.7544,102969368,287990918,2016-11-29 20:53:18
2015-03-26,36.0091,101357196,281476752,2016-11-29 20:53:18
2015-03-27,35.6739,94736994,265563981,2016-11-29 20:53:18
2015-03-28,33.6463,71420933,212269987,2016-11-29 20:53:18
2015-03-29,33.1738,69425425,209277644,2016-11-29 20:53:19
2015-03-30,34.6638,97378064,280921422,2016-11-29 20:53:19
2015-03-31,35.3712,103054957,291352435,2016-11-29 20:53:19
2015-04-01,37.3642,1607132,4301259,2016-11-29 20:53:22
2015-04-02,35.7087,6372497,17845798,2016-11-29 20:53:22
2015-04-03,34.9128,7866900,22533026,2016-11-29 20:53:22
2015-04-04,32.8352,8895271,27090686,2016-11-29 20:53:22
2015-04-05,31.9534,13431417,42034455,2016-11-29 20:53:22
2015-04-06,32.4326,22833675,70403499,2016-11-29 20:53:22
2015-04-07,33.8962,34216234,100944262,2016-11-29 20:53:22
2015-04-08,35.0703,45490245,129711677,2016-11-29 20:53:22
2015-04-09,35.9822,59254970,164678537,2016-11-29 20:53:22
2015-04-10,36.1374,69471513,192242756,2016-11-29 20:53:22
2015-04-11,34.4854,46858608,135879534,2016-11-29 20:53:22
2015-04-12,32.5296,56319396,173132983,2016-11-29 20:53:22
2015-04-13,34.8956,77848605,223089772,2016-11-29 20:53:22
2015-04-14,36.2895,86893858,239446062,2016-11-29 20:53:23
2015-04-15,36.1769,89302498,246849733,2016-11-29 20:53:23
2015-04-16,36.6534,91315513,249132146,2016-11-29 20:53:23
2015-04-17,36.5900,87504016,239147098,2016-11-29 20:53:23
2015-04-18,34.2688,64820582,189153540,2016-11-29 20:53:23
2015-04-19,32.9864,64274631,194851941,2016-11-29 20:53:23
2015-04-20,35.1003,76886418,219047441,2016-11-29 20:53:23
2015-04-21,36.2990,76203091,209931607,2016-11-29 20:53:23
2015-04-22,35.5485,52816313,148575319,2016-11-29 20:53:23
2015-04-23,35.7209,48643038,136175207,2016-11-29 20:53:23
2015-04-24,35.6812,89584390,251068817,2016-11-29 20:53:23
2015-04-25,34.6253,47986276,138587389,2016-11-29 20:53:23
2015-04-26,33.1755,66857676,201527379,2016-11-29 20:53:23
2015-04-27,35.6889,25741962,72128806,2016-11-29 20:53:23
2015-04-29,36.6058,96188535,262768549,2016-11-29 20:53:23
2015-04-30,36.8464,62337583,169182516,2016-11-29 20:53:23
2015-05-01,35.9546,74916974,208365218,2016-11-29 20:53:24
2015-05-02,34.6724,68578310,197789169,2016-11-29 20:53:24
2015-05-03,33.6161,67180579,199846500,2016-11-29 20:53:24
2015-05-04,35.5414,86621265,243719216,2016-11-29 20:53:24
2015-05-05,37.6932,22214598,58935306,2016-11-29 20:53:24
2015-05-06,36.5789,85387833,233434812,2016-11-29 20:53:24
2015-05-07,36.3625,32373217,89029121,2016-11-29 20:53:24
2015-05-09,35.1622,7324545,20830729,2016-11-29 20:53:24
2015-05-10,30.3036,13140360,43362400,2016-11-29 20:53:24
2015-05-11,35.3998,54446079,153803324,2016-11-29 20:53:24
2015-05-12,33.8081,1766459,5224955,2016-11-29 20:53:24
2015-05-13,37.4083,996390,2663551,2016-11-29 20:53:26
2015-05-14,40.3056,1831974,4545214,2016-11-29 20:53:26
2015-05-15,36.8098,7317795,19879999,2016-11-29 20:53:26
2015-05-16,34.3178,2621376,7638521,2016-11-29 20:53:26
2015-05-17,32.7278,17215966,52603469,2016-11-29 20:53:26
2015-05-18,33.9228,10950774,32281473,2016-11-29 20:53:26
2015-05-19,35.6325,30910089,86746909,2016-11-29 20:53:26
2015-05-20,36.1377,39751339,109999511,2016-11-29 20:53:26
2015-05-21,36.5883,28578222,78107477,2016-11-29 20:53:26
2015-05-22,35.8454,47034361,131214568,2016-11-29 20:53:26
2015-05-23,34.5718,17216363,49798868,2016-11-29 20:53:27
2015-05-24,32.5071,46616433,143403782,2016-11-29 20:53:27
2015-05-25,33.6473,5864402,17429065,2016-11-29 20:53:27
2015-05-26,35.2769,76271489,216208196,2016-11-29 20:53:27
2015-05-27,36.5992,71819136,196231290,2016-11-29 20:53:27
2015-05-28,36.4369,73681468,202216364,2016-11-29 20:53:27
2015-05-29,36.5993,36112753,98670563,2016-11-29 20:53:27
2015-05-30,34.2425,53805484,157130592,2016-11-29 20:53:27
2015-05-31,33.3275,23606142,70830736,2016-11-29 20:53:27
2015-06-01,35.0307,49457863,141184281,2016-11-29 20:53:27
2015-06-02,35.3709,7634813,21585033,2016-11-29 20:53:27
2015-06-03,37.0449,66330932,179055569,2016-11-29 20:53:27
2015-06-04,36.7334,19003131,51732525,2016-11-29 20:53:27
2015-06-05,34.1956,1651205,4828713,2016-11-29 20:53:27
2015-06-06,33.6795,47615926,141379743,2016-11-29 20:53:27
2015-06-07,33.5077,18745954,55945291,2016-11-29 20:53:27
2015-06-08,35.5285,10661299,30007705,2016-11-29 20:53:28
2015-06-09,36.4525,31661435,86856727,2016-11-29 20:53:28
2015-06-11,34.1393,1747512,5118770,2016-11-29 20:53:28
2015-06-12,34.6750,1694756,4887548,2016-11-29 20:53:28
2015-06-13,34.8221,40771821,117085931,2016-11-29 20:53:28
2015-06-15,35.2174,65120547,184910311,2016-11-29 20:53:28
2015-06-16,36.9930,12265211,33155462,2016-11-29 20:53:28
2015-06-21,33.8801,59578677,175851647,2016-11-29 20:53:28
2015-06-22,35.7282,84769739,237263117,2016-11-29 20:53:28
2015-06-23,37.1782,37385452,100557467,2016-11-29 20:53:28
2015-06-24,35.8786,375235,1045847,2016-11-29 20:53:28
2015-06-25,37.7484,83892066,222240211,2016-11-29 20:53:28
2015-06-26,35.4538,4870925,13738808,2016-11-29 20:53:28
2015-06-27,33.4656,20599757,61554954,2016-11-29 20:53:28
2015-06-28,34.5661,1774790,5134477,2016-11-29 20:53:28
2015-06-29,36.4205,19344419,53114105,2016-11-29 20:53:28
2015-06-30,34.5520,1071349,3100687,2016-11-29 20:53:29
2015-07-01,38.2232,32367755,84680855,2016-11-29 20:53:29
2015-07-02,38.4407,35917403,93435768,2016-11-29 20:53:29
2015-07-03,34.5093,403647,1169677,2016-11-29 20:53:30
2015-07-04,33.9696,2601747,7659038,2016-11-29 20:53:30
2015-07-05,34.2361,1885876,5508445,2016-11-29 20:53:30
2015-07-06,34.8288,10505923,30164472,2016-11-29 20:53:30
2015-07-07,34.5912,3764028,10881466,2016-11-29 20:53:30
2015-07-08,35.9085,13976262,38921826,2016-11-29 20:53:30
2015-07-09,34.4251,3230455,9383997,2016-11-29 20:53:30
2015-07-10,37.3171,12792420,34280342,2016-11-29 20:53:30
2015-07-11,35.5998,9972366,28012392,2016-11-29 20:53:30
2015-07-12,34.1712,18725565,54799325,2016-11-29 20:53:30
2015-07-13,33.9601,5299137,15604009,2016-11-29 20:53:30
2015-07-16,37.7231,1360544,3606657,2016-11-29 20:53:31
2015-07-18,36.1761,522515,1444367,2016-11-29 20:53:31
2015-07-20,37.5781,72270320,192320356,2016-11-29 20:53:31
2015-07-21,34.8244,4841496,13902578,2016-11-29 20:53:31
2015-07-24,38.4511,84811036,220568534,2016-11-29 20:53:31
2015-07-25,37.2294,20789220,55840869,2016-11-29 20:53:31
2015-07-28,34.8808,6300850,18063945,2016-11-29 20:53:31
2015-07-29,34.4554,3965734,11509777,2016-11-29 20:53:31
2015-07-30,37.3147,18934632,50743119,2016-11-29 20:53:31
2015-07-31,40.4345,29041436,71823440,2016-11-29 20:53:31
2015-08-01,34.7841,4730270,13598957,2016-11-29 20:53:31
2015-08-02,35.6177,16745509,47014631,2016-11-29 20:53:31
2015-08-03,34.4208,4466653,12976612,2016-11-29 20:53:31
2015-08-04,39.2961,30474727,77551568,2016-11-29 20:53:31
2015-08-05,35.7875,2152431,6014476,2016-11-29 20:53:31
2015-08-06,39.7354,23340788,58740483,2016-11-29 20:53:31
2015-08-07,31.0535,3128857,10075691,2016-11-29 20:53:31
2015-08-08,36.8897,24432624,66231575,2016-11-29 20:53:32
2015-08-09,35.4238,3557859,10043692,2016-11-29 20:53:32
2015-08-10,36.2822,12977248,35767528,2016-11-29 20:53:32
2015-08-11,33.6565,4868554,14465421,2016-11-29 20:53:32
2015-08-12,37.5695,18802591,50047482,2016-11-29 20:53:32
2015-08-13,36.7525,15244657,41479195,2016-11-29 20:53:32
2015-08-14,36.5840,5112375,13974360,2016-11-29 20:53:32
2015-08-15,34.4696,1364635,3958956,2016-11-29 20:53:32
2015-08-16,36.4706,10421984,28576402,2016-11-29 20:53:32
2015-08-17,34.2447,980359,2862806,2016-11-29 20:53:32
2015-08-18,38.1833,3235888,8474605,2016-11-29 20:53:32
2015-08-20,36.5324,1075228,2943217,2016-11-29 20:53:32
2015-08-21,40.4073,17281407,42768079,2016-11-29 20:53:32
2015-08-22,33.2164,477155,1436506,2016-11-29 20:53:32
2015-08-23,36.8482,7258776,19699143,2016-11-29 20:53:32
2015-08-25,42.4801,2986073,7029353,2016-11-29 20:53:32
2015-08-28,37.6476,702848,1866915,2016-11-29 20:53:33
2015-08-29,41.1599,812643,1974354,2016-11-29 20:53:33
2015-08-30,40.4220,1273612,3150786,2016-11-29 20:53:33
2015-09-11,41.0966,723877,1761404,2016-11-29 20:53:33
2015-10-22,38.8030,55196241,142247497,2016-10-15 01:46:56
2015-10-24,36.8240,51193133,139021275,2016-10-15 01:43:15
2015-10-25,36.6522,51975883,141808486,2016-10-15 01:23:35
2015-10-26,38.1065,63480528,166587211,2016-10-15 01:32:07
2015-10-27,39.6612,65027067,163956262,2016-10-15 01:43:06
2015-10-29,40.8629,77970810,190810578,2016-10-15 01:20:02
2015-10-30,40.1518,75164046,187199704,2016-10-15 01:34:20
2015-10-31,38.1399,66305050,173846906,2016-10-15 01:41:32
2015-11-01,36.3960,63827271,175368729,2016-10-15 01:34:13
2015-11-02,39.2630,75460040,192191440,2016-10-15 01:33:59
2015-11-03,39.3624,79520161,202020509,2016-10-15 01:37:15
2015-11-04,40.4529,85432043,211188798,2016-10-15 01:32:32
2015-11-05,40.7245,92909739,228142397,2016-10-15 01:29:39
2015-11-06,40.5970,94197695,232031062,2016-10-15 01:43:02
2015-11-08,37.1842,78780392,211865066,2016-10-15 01:25:11
2015-11-09,40.0424,104027464,259793004,2016-10-15 01:40:28
2015-11-10,40.1733,91924553,228819838,2016-10-15 01:32:24
2015-11-11,40.1568,82111100,204476203,2016-10-15 01:32:30
2015-11-12,39.7489,83405071,209829916,2016-10-15 01:25:37
2015-11-13,39.6661,77851673,196267505,2016-10-15 01:25:30
2015-11-14,37.7104,64563957,171210073,2016-10-15 01:25:02
2015-11-15,36.2228,66291215,183009395,2016-10-15 01:30:18
2015-11-16,41.2912,84648113,205002747,2016-10-15 01:39:51
2015-11-17,40.1868,77231730,192181870,2016-10-15 01:27:45
2015-11-18,39.4475,75901708,192412163,2016-10-15 01:30:31
2015-11-19,39.0771,75686514,193685285,2016-10-15 01:26:28
2015-11-20,39.8968,75602996,189496505,2016-10-15 01:38:41
2015-11-21,37.2280,63068735,169412211,2016-10-15 01:39:25
2015-11-22,35.9914,61462272,170769442,2016-10-15 01:46:05
2015-11-23,38.4199,72687117,189191533,2016-10-15 01:18:30
2015-11-24,39.5517,73590725,186062048,2016-10-15 01:19:59
2015-11-26,38.4578,69633757,181065177,2016-10-15 01:41:22
2015-11-27,38.2200,70958832,185658870,2016-10-15 01:28:28
2015-11-28,37.4294,64194424,171508132,2016-10-15 01:42:23
2015-11-29,36.0785,62824861,174133663,2016-10-15 01:34:28
2015-11-30,39.4129,76491536,194077523,2016-10-15 01:18:23
2015-12-01,39.9382,77505895,194064496,2016-10-15 01:22:45
2015-12-02,39.8649,75609983,189665672,2016-10-15 01:42:17
2015-12-03,40.2792,74822922,185760490,2016-10-15 01:38:41
2015-12-04,40.0713,72516992,180969791,2016-10-15 01:48:50
2015-12-05,37.7730,62344257,165049993,2016-10-15 01:32:03
2015-12-06,36.8842,61870823,167743529,2016-10-15 01:33:58
2015-12-07,39.0637,73293236,187624848,2016-10-15 01:21:22
2015-12-08,40.1024,74941345,186874974,2016-10-15 01:22:14
2015-12-09,39.8446,75450773,189362410,2016-10-15 01:20:42
2015-12-10,40.6855,75379437,185273603,2016-10-15 01:21:57
2015-12-12,37.6734,64407847,170963624,2016-10-15 01:16:55
2015-12-13,36.6454,62705170,171113354,2016-10-15 01:19:56
2015-12-14,41.1213,80307012,195292933,2016-10-15 01:38:40
2015-12-15,40.6720,74830953,183986615,2016-10-15 01:19:26
2015-12-16,40.7486,81544312,200115754,2016-10-15 01:20:32
2015-12-17,40.5541,83864115,206795556,2016-10-15 01:42:11
2015-12-18,40.9789,88472526,215897562,2016-10-15 01:45:18
2015-12-19,39.3759,81726554,207554949,2016-10-15 01:23:52
2015-12-20,37.7390,75971141,201306595,2016-10-15 01:32:52
2015-12-21,40.7309,103815981,254882570,2016-10-15 01:39:46
2015-12-22,41.3334,87578934,211883999,2016-10-15 01:38:39
2015-12-23,40.6478,84336306,207480732,2016-10-15 01:44:24
2015-12-24,39.1854,77149973,196884358,2016-10-15 01:41:59
2015-12-25,38.4558,67766440,176219028,2016-10-15 01:37:30
2015-12-26,37.3084,70988891,190275712,2016-10-15 01:30:57
2015-12-27,37.7605,78168489,207011226,2016-10-15 01:47:05
2015-12-28,38.1715,94244119,246896684,2016-10-15 01:28:19
2015-12-29,40.2484,100113742,248739376,2016-10-15 01:19:49
2015-12-30,40.1970,97023098,241369251,2016-10-15 01:20:23
2015-12-31,38.4623,22474808,58433403,2016-10-15 01:21:09
2016-01-01,38.3032,70357689,183686380,2016-10-15 01:39:14
2016-01-02,38.4165,78280904,203769091,2016-10-15 01:38:09
2016-01-03,38.0934,82275129,215982466,2016-10-15 01:39:22
2016-01-04,40.5416,107302543,264672468,2016-10-15 01:30:15
2016-01-05,41.8810,107666913,257078252,2016-10-15 01:33:07
2016-01-06,41.8746,85650398,204540287,2016-10-15 01:32:49
2016-01-07,40.9277,96475051,235720591,2016-10-15 01:25:24
2016-01-08,40.7569,81712312,200487071,2016-10-15 01:26:19
2016-01-09,37.9030,65026489,171560239,2016-10-15 01:43:41
2016-01-10,38.6838,57446155,148501961,2016-10-15 01:34:09
2016-01-11,40.4414,73393914,181482100,2016-10-15 01:37:30
2016-01-12,41.0873,66436664,161696465,2016-10-15 01:44:16
2016-01-13,41.3990,65621731,158510497,2016-10-15 01:29:58
2016-01-14,41.4444,64987741,156807174,2016-10-15 01:39:45
2016-01-15,40.8950,61045971,149275027,2016-10-15 01:43:59
2016-01-16,39.7677,51765914,130170642,2016-10-15 01:45:21
2016-01-17,38.2637,49495247,129353035,2016-10-15 01:36:05
2016-01-18,40.8448,63216255,154771787,2016-10-15 01:27:33
2016-01-19,43.2352,66154720,153011077,2016-10-15 01:28:12
2016-01-20,41.9013,63766537,152182620,2016-10-15 01:42:50
2016-01-21,41.3799,61232463,147976492,2016-10-15 01:39:41
2016-01-22,40.3861,59125127,146399688,2016-10-15 01:23:49
2016-01-23,39.2027,50061387,127698838,2016-10-15 01:32:59
2016-01-24,38.3087,49102658,128176268,2016-10-15 01:35:56
2016-01-25,40.4312,61509258,152132996,2016-10-15 01:29:38
2016-01-27,38.8867,69779857,179444044,2016-10-15 01:26:16
2016-01-28,39.4502,77343215,196052763,2016-10-15 01:26:11
2016-01-29,40.0338,77139743,192686480,2016-10-15 01:36:21
2016-01-30,40.2478,67095909,166706895,2016-10-15 01:44:35
2016-01-31,40.0232,68170784,170327997,2016-10-15 01:27:38
2016-02-01,42.1519,79094941,187642685,2016-10-15 01:18:20
2016-02-02,42.7273,81768048,191371843,2016-10-15 01:35:27
2016-02-03,41.0113,79866866,194743756,2016-10-15 01:47:56
2016-02-04,39.0862,78557886,200986115,2016-10-15 01:25:19
2016-02-06,39.9363,63340520,158603761,2016-10-15 01:29:11
2016-02-07,39.1738,61488761,156963802,2016-10-15 01:49:32
2016-02-08,41.4646,74834601,180478404,2016-10-15 01:17:45
2016-02-09,44.0151,85900438,195161101,2016-10-15 01:27:21
2016-02-10,42.4310,87845599,207031807,2016-10-15 01:31:57
2016-02-11,41.5917,87162287,209566766,2016-10-15 01:17:36
2016-02-12,42.1650,87385034,207245298,2016-10-15 01:24:51
2016-02-13,40.2919,66857550,165933007,2016-10-15 01:35:19
2016-02-14,39.3522,62556474,158965658,2016-10-15 01:20:18
2016-02-15,41.8223,77364051,184982768,2016-10-15 01:29:50
2016-02-16,42.4598,70795684,166735694,2016-10-15 01:38:56
2016-02-17,41.5748,67921542,163372085,2016-10-15 01:29:46
2016-02-18,41.8759,63815472,152391932,2016-10-15 01:41:19
2016-02-19,41.6821,59135795,141873242,2016-10-15 01:29:33
2016-02-20,40.2687,50707881,125923893,2016-10-15 01:32:47
2016-02-21,38.9060,49950986,128388867,2016-10-15 01:27:25
2016-02-22,41.9443,62543890,149111717,2016-10-15 01:28:04
2016-02-23,42.1573,61432464,145722067,2016-10-15 01:19:20
2016-02-24,42.5930,63878068,149973282,2016-10-15 01:45:15
2016-02-25,42.6523,62178150,145778984,2016-10-15 01:39:10
2016-02-26,42.2784,59179351,139975424,2016-10-15 01:22:05
2016-02-27,40.7070,51352972,126152762,2016-10-15 01:38:04
2016-02-28,38.5104,50104856,130107328,2016-10-15 01:41:01
2016-02-29,42.2507,63893300,151224248,2016-10-15 01:35:15
2016-03-02,43.6984,66475389,152123083,2016-10-15 01:17:53
2016-03-03,44.6310,66677054,149396332,2016-10-15 01:32:24
2016-03-05,41.2030,51300307,124506364,2016-10-15 01:40:54
2016-03-06,40.8839,50524501,123580547,2016-10-15 01:29:43
2016-03-07,42.2620,60980132,144290786,2016-10-15 01:18:58
2016-03-08,42.8046,62184405,145275030,2016-10-15 01:45:42
2016-03-09,40.5642,65444854,161336415,2016-10-15 01:40:47
2016-03-10,43.4942,69560418,159930506,2016-10-15 01:48:25
2016-03-11,42.6965,69458052,162678537,2016-10-15 01:19:13
2016-03-12,40.5308,56146832,138528859,2016-10-15 01:18:50
2016-03-13,39.3282,56726180,144238098,2016-10-15 01:36:44
2016-03-14,43.0530,72374727,168106140,2016-10-15 01:23:30
2016-03-15,42.9286,72117653,167994451,2016-10-15 01:32:36
2016-03-16,43.1811,72046740,166847946,2016-10-15 01:41:07
2016-03-17,43.5819,72137821,165522325,2016-10-15 01:45:41
2016-03-18,42.6375,69869148,163867870,2016-10-15 01:48:40
2016-03-19,40.6781,64065002,157492423,2016-10-15 01:31:35
2016-03-21,41.9908,81141788,193236839,2016-10-15 01:34:25
2016-03-23,42.9382,68536671,159616935,2016-10-15 01:39:43
2016-03-25,41.8651,57038903,136244530,2016-10-15 01:23:24
2016-03-26,40.7325,48360234,118726512,2016-10-15 01:37:30
2016-03-27,40.3376,47747597,118369823,2016-10-15 01:34:59
2016-03-28,41.4887,59050713,142329651,2016-10-15 01:34:50
2016-03-29,44.3083,65891624,148711841,2016-10-15 01:38:50
2016-03-30,43.4384,71966277,165674475,2016-10-15 01:27:12
2016-03-31,43.2467,64360540,148821755,2016-10-15 01:30:10
2016-04-01,43.8450,61956321,141307483,2016-10-15 01:47:51
2016-04-03,40.3555,50236523,124484831,2016-10-15 01:22:35
2016-04-04,42.6269,62801865,147329142,2016-10-15 01:42:41
2016-04-05,44.5334,51508777,115663249,2016-10-15 01:46:03
2016-04-06,43.7489,45438645,103862287,2016-10-15 01:19:06
2016-04-07,43.3483,91469804,211011246,2016-10-15 01:18:43
2016-04-08,43.1085,87545392,203081731,2016-10-15 01:26:05
2016-04-09,41.1730,78699892,191144313,2016-10-15 01:32:21
2016-04-10,40.5953,77103099,189931138,2016-10-15 01:37:09
2016-04-11,43.5553,104607778,240172101,2016-10-15 01:47:01
2016-04-12,44.5437,110339116,247709675,2016-10-15 01:33:40
2016-04-13,45.7124,112256517,245571115,2016-10-15 01:40:25
2016-04-14,44.0750,104580165,237277718,2016-10-15 01:45:57
2016-04-15,44.2243,96149431,217412995,2016-10-15 01:27:00
2016-04-16,41.8255,73583168,175929087,2016-10-15 01:42:35
2016-04-18,43.8546,102382534,233459267,2016-10-15 01:21:02
